date,open,high,low,close,volume,amount,outstanding_share,turnover,code,pct_change,name
2025-01-02,8.86,8.95,8.58,8.67,65209314.0,572245446.0,4040013796.0,0.01614086418827665,002129,,TCL中环
2025-01-03,8.7,8.78,8.4,8.43,63123044.0,541847842.0,4040013796.0,0.015624462486365231,002129,-2.768166089965396,TCL中环
2025-01-06,8.42,8.55,8.37,8.5,56383487.0,477176450.0,4040013796.0,0.013956261004807718,002129,0.8303677342823335,TCL中环
2025-01-07,8.45,8.55,8.37,8.55,44641661.0,377766196.0,4040013796.0,0.011049878355415398,002129,0.588235294117645,TCL中环
2025-01-08,8.48,8.65,8.42,8.59,67176557.0,573251510.0,4040013796.0,0.016627803862083644,002129,0.46783625730992817,TCL中环
2025-01-09,8.55,8.68,8.5,8.57,49461391.0,423881281.0,4040013796.0,0.01224287675675056,002129,-0.2328288707799664,TCL中环
2025-01-10,8.57,8.59,8.19,8.21,60786157.0,507676354.0,4040013796.0,0.015046027085398596,002129,-4.200700116686107,TCL中环
2025-01-13,8.1,8.3,8.06,8.26,41050891.0,336666336.0,4040013796.0,0.010161076935094705,002129,0.6090133982947554,TCL中环
2025-01-14,8.27,8.74,8.25,8.71,86995732.0,742654298.0,4040013796.0,0.02153352349591828,002129,5.447941888619878,TCL中环
2025-01-15,8.67,9.03,8.57,8.79,83431171.0,735068419.0,4040013796.0,0.02065120942968186,002129,0.918484500574035,TCL中环
2025-01-16,8.75,9.1,8.75,9.03,82023627.0,732853813.0,4040013796.0,0.020302808639220796,002129,2.7303754266211566,TCL中环
2025-01-17,8.95,9.08,8.84,8.89,48016176.0,428205928.0,4040013796.0,0.011885151493180693,002129,-1.5503875968992165,TCL中环
2025-01-20,8.94,8.99,8.81,8.84,37833886.0,335575641.0,4040013796.0,0.009364791287955294,002129,-0.5624296962879693,TCL中环
2025-01-21,8.85,8.87,8.6,8.65,46722241.0,405421375.0,4040013796.0,0.011564871646294744,002129,-2.149321266968318,TCL中环
2025-01-22,8.54,8.66,8.43,8.49,32131885.0,273279145.0,4040013796.0,0.007953409721475119,002129,-1.8497109826589586,TCL中环
2025-01-23,8.55,8.66,8.39,8.39,51975625.0,442838519.0,4040013796.0,0.012865209780090562,002129,-1.1778563015312105,TCL中环
2025-01-24,8.37,8.61,8.34,8.52,48265530.0,410974576.0,4040013796.0,0.011946872569541097,002129,1.5494636471990342,TCL中环
2025-01-27,8.46,8.62,8.34,8.35,40709703.0,343610657.0,4040013796.0,0.010076624748238856,002129,-1.9953051643192499,TCL中环
2025-02-05,8.4,8.61,8.32,8.5,46607572.0,394830602.0,4040013796.0,0.01153648832737798,002129,1.7964071856287456,TCL中环
2025-02-06,8.45,8.76,8.36,8.76,66751746.0,574920266.0,4040013796.0,0.016522652983534513,002129,3.0588235294117583,TCL中环
2025-02-07,8.72,9.24,8.7,9.1,107640938.0,974027300.0,4040013796.0,0.026643705550355997,002129,3.8812785388127935,TCL中环
2025-02-10,9.05,9.1,8.92,9.08,62807510.0,566270738.0,4040013796.0,0.01554636027782515,002129,-0.219780219780219,TCL中环
2025-02-11,9.08,9.1,8.83,8.9,50236019.0,447424876.0,4040013796.0,0.01243461570595092,002129,-1.9823788546255439,TCL中环
2025-02-12,8.88,9.0,8.77,9.0,54138970.0,480768539.0,4040013796.0,0.013400689387150796,002129,1.1235955056179803,TCL中环
2025-02-13,8.96,9.1,8.93,8.97,57654967.0,520553549.0,4040013796.0,0.014270982702357089,002129,-0.33333333333332993,TCL中环
2025-02-14,8.97,9.21,8.97,9.03,55033805.0,500164075.0,4040013796.0,0.013622182442666095,002129,0.6688963210702115,TCL中环
2025-02-17,9.03,9.21,9.0,9.15,68925032.0,628883273.0,4040013796.0,0.017060593225756402,002129,1.3289036544850585,TCL中环
2025-02-18,9.16,9.23,8.86,8.89,69391632.0,629141963.0,4040013796.0,0.017176087880864256,002129,-2.841530054644803,TCL中环
2025-02-19,8.84,9.18,8.83,9.12,60312823.0,544395958.0,4040013796.0,0.014928865604299535,002129,2.5871766029246235,TCL中环
2025-02-20,9.09,9.1,8.91,8.95,47766676.0,428272845.0,4040013796.0,0.011823394278329836,002129,-1.8640350877192957,TCL中环
2025-02-21,8.96,9.03,8.85,8.99,50853053.0,455377630.0,4040013796.0,0.01258734637251719,002129,0.4469273743016755,TCL中环
2025-02-24,8.96,9.1,8.9,8.99,54706558.0,492477921.0,4040013796.0,0.01354118098660077,002129,0.0,TCL中环
2025-02-25,8.9,9.24,8.86,9.14,88710929.0,807163171.0,4040013796.0,0.02195807575900664,002129,1.6685205784204626,TCL中环
2025-02-26,9.13,9.5,9.11,9.45,121796495.0,1133955518.0,4040013796.0,0.0301475443278412,002129,3.391684901531722,TCL中环
2025-02-27,9.45,9.48,9.13,9.25,83993130.0,777761536.0,4040013796.0,0.0207903077170581,002129,-2.116402116402105,TCL中环
2025-02-28,9.21,9.33,8.95,8.99,74408497.0,678216529.0,4040013796.0,0.01841788190764881,002129,-2.8108108108108043,TCL中环
2025-03-03,8.97,9.23,8.97,9.04,68250436.0,622012001.0,4040013796.0,0.01689361458804286,002129,0.5561735261401468,TCL中环
2025-03-04,8.98,9.15,8.85,9.13,62553149.0,562347350.0,4040013796.0,0.015483399849261307,002129,0.9955752212389646,TCL中环
2025-03-05,9.11,9.11,8.85,8.92,67560335.0,602216061.0,4040013796.0,0.0167227980921479,002129,-2.300109529025196,TCL中环
2025-03-06,8.9,9.1,8.88,9.04,59623079.0,536462814.0,4040013796.0,0.014758137474439456,002129,1.3452914798206095,TCL中环
2025-03-07,8.98,9.09,8.85,8.96,70898246.0,634490670.0,4040013796.0,0.017549010864813395,002129,-0.8849557522123686,TCL中环
2025-03-10,8.98,9.19,8.97,9.12,75240741.0,683833845.0,4040013796.0,0.018623882194287438,002129,1.7857142857142572,TCL中环
2025-03-11,9.0,9.15,8.91,9.15,61556677.0,555472741.0,4040013796.0,0.015236749206388105,002129,0.328947368421062,TCL中环
2025-03-12,9.14,9.23,9.03,9.03,45837679.0,416051650.0,4040013796.0,0.011345921403878296,002129,-1.3114754098360715,TCL中环
2025-03-13,9.02,9.06,8.77,8.85,57354142.0,509586551.0,4040013796.0,0.014196521322968274,002129,-1.9933554817275767,TCL中环
2025-03-14,8.83,9.09,8.82,9.02,69858455.0,629366166.0,4040013796.0,0.017291637733803423,002129,1.9209039548022666,TCL中环
2025-03-17,9.06,9.19,9.0,9.03,50324707.0,456924481.0,4040013796.0,0.012456568106234259,002129,0.11086474501107446,TCL中环
2025-03-18,9.04,9.12,9.01,9.04,43974917.0,397703703.0,4040013796.0,0.01088484327542133,002129,0.11074197120708451,TCL中环
2025-03-19,9.02,9.15,8.91,9.15,79291619.0,717593720.0,4040013796.0,0.01962657134451033,002129,1.2168141592920456,TCL中环
2025-03-20,9.1,9.39,9.08,9.15,109605478.0,1013490460.0,4040013796.0,0.027129976167041783,002129,0.0,TCL中环
2025-03-21,9.19,9.53,9.19,9.32,137726645.0,1291151631.0,4040013796.0,0.03409063729840788,002129,1.857923497267766,TCL中环
2025-03-24,9.36,9.41,9.02,9.14,75437748.0,692223323.0,4040013796.0,0.01867264613667671,002129,-1.931330472102999,TCL中环
2025-03-25,9.15,9.37,9.1,9.17,72030883.0,662360310.0,4040013796.0,0.017829365600512913,002129,0.3282275711159688,TCL中环
2025-03-26,9.17,9.76,9.09,9.67,179678813.0,1715500576.0,4040013796.0,0.044474801838028176,002129,5.452562704471098,TCL中环
2025-03-27,9.6,9.62,9.32,9.33,113827054.0,1069759906.0,4040013796.0,0.02817491715317895,002129,-3.5160289555325686,TCL中环
2025-03-28,9.33,9.47,9.15,9.26,72884674.0,675367235.0,4040013796.0,0.018040699284780363,002129,-0.7502679528403,TCL中环
2025-03-31,9.2,9.28,8.81,8.89,88177792.0,793462100.0,4040013796.0,0.02182611160568423,002129,-3.99568034557235,TCL中环
