date,open,high,low,close,volume,amount,outstanding_share,turnover,code,pct_change,name
2025-01-02,15.46,15.52,14.82,14.96,23767902.0,366195002.0,1368084624.0,0.017373122673148323,600699,,均胜电子
2025-01-03,14.96,15.03,14.61,14.62,19458146.0,291702861.0,1368084624.0,0.01422291111138166,600699,-2.272727272727282,均胜电子
2025-01-06,14.62,14.77,14.4,14.58,14490661.0,214577073.0,1368084624.0,0.010591933237018824,600699,-0.2735978112175075,均胜电子
2025-01-07,14.61,14.76,14.53,14.73,13422822.0,199443037.0,1368084624.0,0.009811397456360857,600699,1.0288065843621519,均胜电子
2025-01-08,14.73,14.74,14.21,14.61,19615802.0,288236648.0,1368084624.0,0.014338149596804474,600699,-0.8146639511201648,均胜电子
2025-01-09,14.53,14.84,14.5,14.71,13446765.0,200321070.0,1368084624.0,0.009828898566730767,600699,0.6844626967830392,均胜电子
2025-01-10,14.64,14.84,14.4,14.42,12658800.0,187880812.0,1368084624.0,0.009252936388531474,600699,-1.971447994561526,均胜电子
2025-01-13,14.22,14.87,14.19,14.77,20172712.0,299423839.0,1368084624.0,0.014745222368642015,600699,2.4271844660194164,均胜电子
2025-01-14,14.75,15.75,14.68,15.74,38555451.0,600707278.0,1368084624.0,0.02818206587781956,600699,6.567366283006093,均胜电子
2025-01-15,15.74,16.08,15.74,15.95,39224982.0,633595962.0,1368084624.0,0.028671458849756064,600699,1.3341804320203154,均胜电子
2025-01-16,15.98,16.75,15.98,16.66,64901933.0,1078173188.0,1368084624.0,0.04743999885784843,600699,4.451410658307209,均胜电子
2025-01-17,16.57,16.65,16.12,16.46,37082085.0,616085597.0,1368084624.0,0.027105110568072577,600699,-1.2004801920768249,均胜电子
2025-01-20,16.73,17.26,16.57,16.73,37018942.0,633769815.0,1368084624.0,0.027058956259419228,600699,1.640340218712022,均胜电子
2025-01-21,16.78,17.52,16.64,17.35,46694526.0,813188606.0,1368084624.0,0.03413131408748294,600699,3.7059175134489086,均胜电子
2025-01-22,17.18,17.34,17.0,17.29,25693190.0,446757134.0,1368084624.0,0.018780409887860856,600699,-0.34582132564843215,均胜电子
2025-01-23,17.41,17.41,16.89,16.99,29280899.0,507255298.0,1368084624.0,0.021402841963378428,600699,-1.7351069982649014,均胜电子
2025-01-24,16.99,17.14,16.91,17.09,20707206.0,358065798.0,1368084624.0,0.015135910189134617,600699,0.588581518540332,均胜电子
2025-01-27,17.12,17.14,16.75,16.8,20838800.0,357197941.0,1368084624.0,0.015232098683392556,600699,-1.6968987712112305,均胜电子
2025-02-05,16.92,18.12,16.66,17.63,52967383.0,940897052.0,1368084624.0,0.03871645223607162,600699,4.940476190476173,均胜电子
2025-02-06,17.58,17.95,17.39,17.91,47777826.0,857991323.0,1368084624.0,0.034923151069637344,600699,1.5882019285309301,均胜电子
2025-02-07,18.24,18.44,17.76,18.33,66132284.0,1219000059.0,1368084624.0,0.048339322611961465,600699,2.345058626465657,均胜电子
2025-02-10,19.11,19.62,18.81,19.37,95400822.0,1864685633.0,1368084624.0,0.06973312931554444,600699,5.673758865248235,均胜电子
2025-02-11,19.29,19.41,18.92,19.03,40852231.0,791444948.0,1368084624.0,0.029860894774591078,600699,-1.755291688177596,均胜电子
2025-02-12,18.89,19.3,18.77,19.1,35667031.0,689700509.0,1368084624.0,0.02607077835267009,600699,0.3678402522333091,均胜电子
2025-02-13,19.25,19.37,18.51,18.54,43247195.0,824927079.0,1368084624.0,0.031611491161675394,600699,-2.931937172774879,均胜电子
2025-02-14,18.46,19.18,18.44,18.86,41783441.0,800906785.0,1368084624.0,0.03054156173309934,600699,1.7259978425026912,均胜电子
2025-02-17,19.03,20.06,18.94,19.82,75263648.0,1502434035.0,1368084624.0,0.055013883410182964,600699,5.090137857900312,均胜电子
2025-02-18,19.7,19.99,19.36,19.48,43930012.0,878330986.0,1368084624.0,0.032110595521172965,600699,-1.7154389505549927,均胜电子
2025-02-19,19.47,20.5,19.38,20.24,60054089.0,1221588281.0,1368084624.0,0.04389647244511389,600699,3.901437371663241,均胜电子
2025-02-20,20.13,20.18,19.58,20.04,44883966.0,905053835.0,1368084624.0,0.03280788718227711,600699,-0.9881422924901129,均胜电子
2025-02-21,19.96,20.3,19.83,19.97,39850827.0,811062602.0,1368084624.0,0.029128919586483126,600699,-0.3493013972055925,均胜电子
2025-02-24,19.94,20.46,19.85,19.97,44317967.0,904793277.0,1368084624.0,0.03239417081556206,600699,0.0,均胜电子
2025-02-25,19.63,20.3,19.54,20.03,37570229.0,759620547.0,1368084624.0,0.027461918905390754,600699,0.3004506760140302,均胜电子
2025-02-26,20.08,20.61,19.9,20.12,46590895.0,957510648.0,1368084624.0,0.03405556511831683,600699,0.44932601098353064,均胜电子
2025-02-27,20.12,20.4,19.66,19.97,40448405.0,820716552.0,1368084624.0,0.029565718589641864,600699,-0.7455268389662151,均胜电子
2025-02-28,19.81,19.91,18.62,18.65,43788668.0,847685110.0,1368084624.0,0.03200728027479095,600699,-6.609914872308464,均胜电子
2025-03-03,18.74,18.87,18.05,18.21,46648654.0,869610462.0,1368084624.0,0.034097783997899825,600699,-2.359249329758706,均胜电子
2025-03-04,18.04,18.98,18.0,18.74,30062800.0,567747225.0,1368084624.0,0.021974371667231016,600699,2.910488742449191,均胜电子
2025-03-05,18.72,19.01,18.59,18.82,19139300.0,364284607.0,1368084624.0,0.013989850966996908,600699,0.4268943436499528,均胜电子
2025-03-06,18.97,19.08,18.6,18.82,51897614.0,990660976.0,1368084624.0,0.03793450572396755,600699,0.0,均胜电子
2025-03-07,18.78,19.01,18.55,18.74,29524178.0,563716266.0,1368084624.0,0.021580666489531424,600699,-0.4250797024442199,均胜电子
2025-03-10,19.03,19.33,18.72,18.76,27585955.0,529222213.0,1368084624.0,0.020163924450334294,600699,0.10672358591250486,均胜电子
2025-03-11,18.29,18.97,18.29,18.66,28848002.0,544747125.0,1368084624.0,0.02108641636191651,600699,-0.533049040511735,均胜电子
2025-03-12,18.99,19.33,18.99,19.1,42906646.0,833275548.0,1368084624.0,0.03136256723253693,600699,2.3579849946409492,均胜电子
2025-03-13,19.16,19.55,18.46,18.62,37889151.0,725109932.0,1368084624.0,0.027695034601894628,600699,-2.5130890052356025,均胜电子
2025-03-14,18.64,19.16,18.46,19.02,26026513.0,499120615.0,1368084624.0,0.019024051979989215,600699,2.1482277121374738,均胜电子
2025-03-17,19.13,19.17,18.72,18.91,21833247.0,418303875.0,1368084624.0,0.015958988659754134,600699,-0.5783385909568839,均胜电子
2025-03-18,19.05,19.18,18.69,18.82,27525107.0,526866367.0,1368084624.0,0.02011944766948861,600699,-0.4759386567953494,均胜电子
2025-03-19,18.69,19.22,18.24,18.85,39448134.0,750455740.0,1368084624.0,0.028834571566678173,600699,0.15940488841659217,均胜电子
